,Dst Port,Protocol,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min
Fwd Pkt Len Std,-0.17946383326831275,-0.39052493122037596,0.15143471538577224,0.09917474163066718,0.04912968971247574,0.2550591453356624,0.007470551855489956,0.9480792424992502,-0.35515212824695647,0.8799688089911103,1.0,0.8232590833876152,-0.3554120500564325,0.4760123224756222,0.8005835788256087,-0.024149375528165134,-0.14272551053312899,-0.1230135441056242,0.14816607191594858,0.04413816482890009,-0.13902183593350492,0.1501983127139074,-0.1012063474348139,0.1971562727960102,0.04791859848329305,-0.1410657359701925,0.21542890614024598,0.12117150600346009,0.17432408580344017,0.15678389597967088,-0.017598436978926643,-0.06785618280746852,0.1083634059410571,0.06479549421902912,-0.12165051512250477,-0.12981783227325858,-0.3628699703974847,0.8686122089331219,0.5730033387335167,0.7923495570021035,0.5368291103906331,-0.045672171920738656,-0.06785618280746852,0.39008177898547464,0.6853330119254886,-0.35275591945665563,-0.1817439386437665,0.39009229950461133,-0.17505455061140646,0.5423461023311241,0.8799688089911103,0.4760123224756223,0.09917474163066718,0.2550591453356624,0.04912968971247574,0.007470551855489956,0.3368416003119535,0.5854148170876295,0.6007724126732275,0.2841904338044028,0.07715325491012821,0.10959641598386972,0.12200761489569259,0.05776712230711484,0.04364046778455346,0.036662996125826394,0.04594428330515495,0.03862417078535528
Bwd Pkt Len Max,-0.25105963244767493,-0.3419513351930809,0.2835964308192413,0.16298094952318834,0.10453624516905712,0.05191560360042666,0.06314472862136923,0.8295048086636367,-0.3099063017070128,0.6816965936655719,0.8232590833876152,1.0,-0.2892988058808598,0.7191121266545905,0.9643547940893492,-0.04810274130678849,-0.1735272845698172,-0.13775658313314137,0.24547573054699165,0.13281796557841002,-0.16153825297344346,0.2824658040857851,-0.10292980964192555,0.333395965883309,0.13742726258275656,-0.16410640747273908,0.3874554849421921,0.1936034145506444,0.35208600384877625,0.3504026510215237,-0.028006855453697986,-0.13984337015776993,0.17460253261350567,0.12239846260990361,-0.1516143021161086,-0.15042687103927938,-0.3157552046347143,0.9814899925940112,0.7388380557864953,0.9418337456663247,0.47706736357181245,-0.05294659841546254,-0.13984337015776993,0.3234047856074544,0.7312938902711565,-0.4509745067160823,-0.2110084827571678,0.3234151376191705,-0.09479019199082327,0.7084515222563769,0.6816965936655719,0.7191121266545905,0.16298094952318834,0.05191560360042666,0.10453624516905712,0.06314472862136923,0.36224774485881406,0.4878559841953781,0.6765318104026583,0.2824048980611619,0.09171169754855409,0.1527308028454306,0.14526086874825864,0.06157627197771073,0.18883652516259827,0.08474620500437431,0.19223585417260383,0.17953933303471148
Bwd Pkt Len Min,-0.1907750099720008,0.8497743706586434,-0.18151874074895785,-0.05154122298130992,-0.01975943752925406,-0.019079131859136435,-0.002955650150608056,-0.29739302118844846,0.7948228164602148,-0.04898693130712632,-0.3554120500564325,-0.2892988058808598,1.0,0.026949792446394158,-0.3615216658792545,-0.011793847147330666,-0.10403499635260512,-0.11410274890309734,-0.11178385747900307,-0.16054005236842342,-0.09927171970542895,-0.17593357637027274,-0.12259123456961742,-0.11050666594663047,-0.15363897755349504,-0.09911633786119534,-0.14403455225954082,-0.10839669875929173,-0.13045810278445802,-0.12317797985129815,-0.017414349362647828,-0.0782442293788308,-0.06288618600620297,-0.030503086045496706,-0.09145479163089952,-0.08907296960840001,0.8162201827306909,-0.29131983899169905,-0.0326830569000976,-0.24196071930448043,-0.14103534553874242,-0.032604932263104194,-0.0782442293788308,-0.11681436678852015,-0.4924534168851923,-0.27872035121162336,-0.13003023963093518,-0.11681250775547135,0.35904364338096856,0.06778995026945557,-0.048986931307126294,0.026949792446394137,-0.0515412229813099,-0.019079131859136435,-0.01975943752925406,-0.002955650150608054,-0.34656641443187836,-0.1962534569740942,-0.28830298686214556,-0.6284344094462603,-0.05011870166074949,-0.054987664829464156,-0.06745026886841408,-0.04019232519493255,-0.11387285707719064,-0.03612571493143228,-0.11483940913728237,-0.11046390306583326
Bwd Pkt Len Mean,-0.2280389789725629,-0.04719687218895183,0.31006774172691326,0.24568016353847905,0.23422661252267132,0.03260598836492569,0.2144267497877553,0.44927493892460996,-0.036979596334287414,0.43068982875049083,0.4760123224756222,0.7191121266545905,0.026949792446394158,1.0,0.7501194195477024,-0.036042472324856585,-0.14773999960061748,-0.11903749180806728,0.26071271140289615,0.209343270802125,-0.13827011666836553,0.30555856015399596,-0.08679938300070607,0.3689628059035579,0.2076963331789579,-0.1399807892334478,0.3885322144209788,0.11644454797527336,0.31723573847772574,0.3971848578059226,-0.025183250968025143,-0.10926275811634323,0.23181936143520449,0.23704825836820442,-0.1292935626397857,-0.12765294737494703,-0.036316368360386646,0.7039369449427061,0.9664011949564578,0.868022806081903,0.5705174607095784,-0.045335630601632454,-0.10926275811634323,0.13110764920600418,0.40321208816224374,-0.38103239233444397,-0.1806499224572722,0.1311144289156334,0.12034956707265988,0.9636370049785665,0.43068982875049083,1.0,0.24568016353847905,0.03260598836492569,0.2342266125226713,0.2144267497877553,0.06632091583584289,0.2162365004236432,0.343216283430961,-0.03532355235298317,0.12677835124983747,0.2091055834516844,0.2002760002801523,0.08569253861280388,0.24629447084661443,0.10836043714126191,0.25069988388875786,0.23524321807385615
Bwd Pkt Len Std,-0.21565727920284153,-0.3963087539159326,0.3045631207275241,0.10183940094639074,0.04900534161636445,0.039928429850179754,0.015558935429537457,0.7489477681722099,-0.36130115938334806,0.6371985570165807,0.8005835788256087,0.9643547940893492,-0.3615216658792545,0.7501194195477024,1.0,-0.04120875710945823,-0.1518010614762729,-0.11456842005057345,0.27859934595040897,0.1688095553478141,-0.1415311041516149,0.30222804577985146,-0.07825491336496303,0.36688200109626246,0.17123173318693943,-0.14379342667297978,0.3923701125341585,0.20557931236317833,0.37613487692938863,0.3627198039101776,-0.023062511987633212,-0.12428544568695371,0.1058201828315533,0.06145487986242381,-0.13275169404865586,-0.13135326670822509,-0.36886858153174085,0.9467571785776432,0.7447470728019757,0.9620781792568157,0.5144515728381098,-0.04638285985523049,-0.12428544568695371,0.3141897718030808,0.7265614377423728,-0.3948666320951884,-0.1847890304133823,0.31419928178959716,-0.13215904734512837,0.7119317420434256,0.6371985570165807,0.7501194195477024,0.10183940094639074,0.03992842985017976,0.04900534161636445,0.015558935429537457,0.2960629466070745,0.48865889995403766,0.5412243393879377,0.2547359146855654,0.08338569734632795,0.15364372068838053,0.14076433270905025,0.05321829777676177,0.20416212398810057,0.08830238498055001,0.2074861306386715,0.1945404390068316
Flow Byts/s,0.10806840886313011,-0.013978288112473421,-0.0265086496903581,-0.006604911109571983,-0.003793940255386638,0.005342265862643936,-0.0015585380672396313,-0.03331440767682162,0.017442206349695503,-0.010728328742955498,-0.024149375528165134,-0.04810274130678849,-0.011793847147330666,-0.036042472324856585,-0.04120875710945823,1.0,0.4162537928334487,-0.016580374175073,-0.018493495086643805,-0.024032081666654694,-0.014063394607773744,-0.025699933505378348,-0.018066264261918714,-0.01778923475516085,-0.0230473047716525,-0.014343704431063075,-0.02074654718442459,-0.016986519250717508,-0.018843961999626953,-0.017989424844551634,-0.004264054483718543,0.24759633052762187,-0.007405613341553784,-0.0047984874587903275,0.473965065245619,0.14068656015412087,-0.008894985181112591,-0.04156497110962915,-0.022306284466217616,-0.034091203590610276,-0.013387228865109025,-0.0046058204545428435,0.24759633052762187,-0.016432897466372907,-0.05472074230691166,0.08258179629491205,-0.018121161297435632,-0.016432633743965298,-0.0083348971361094,-0.017662303718189148,-0.010728328742955501,-0.03604247232485659,-0.006604911109571983,0.005342265862643937,-0.003793940255386638,-0.0015585380672396311,-0.037945013280210466,-0.027219200779520517,-0.033694216436254976,-0.009162917844181709,-0.007149023481293629,-0.007752066747145842,-0.009574534855472891,-0.005750988951294324,-0.017694457001345965,-0.005117034046739728,-0.017793809586516957,-0.01723399930170216
Flow Pkts/s,0.16935804253154307,-0.11283438077160902,-0.07958637181875884,-0.02685459398925647,-0.015057264301955468,-0.008929676902596086,-0.007224136028418335,-0.15212545993554444,-0.0924423808535691,-0.17748814129789017,-0.14272551053312899,-0.1735272845698172,-0.10403499635260512,-0.14773999960061748,-0.1518010614762729,0.4162537928334487,1.0,-0.04967573904692548,-0.055452318499615176,-0.0721300014603498,-0.04213012257937614,-0.0771387239749187,-0.05413075752162879,-0.0533538939641835,-0.0691376110964111,-0.0429688333797138,-0.06234517550286366,-0.05092755316337739,-0.05652391703210034,-0.054109666371187526,-0.012783896427576751,0.10101050622743665,-0.02683189212022253,-0.01814942667352789,0.9403355661148635,0.733886509592809,-0.10497975995335862,-0.17142422239676328,-0.15185758393875132,-0.1619740345688448,-0.06504821760974971,0.04454874511374708,0.10101050622743665,-0.04943571960853117,-0.004809097148732814,0.12668826984523024,0.07857807013447449,-0.04943493262073053,0.0361552265255559,-0.16423715177957554,-0.17748814129789017,-0.1477399996006175,-0.026854593989256468,-0.008929676902596087,-0.015057264301955468,-0.007224136028418335,0.0907225471208726,-0.08021752011352606,-0.12710591920425127,0.2652862129221734,-0.021623334500670173,-0.023346093232704205,-0.02890614572044309,-0.017414011716634217,-0.05313687261270366,-0.015377587110741026,-0.05343615620658584,-0.05175307871594116
Flow IAT Mean,-0.05777518005802846,-0.18179738561462314,0.47602220558163066,-0.01877503157944474,-0.014331728766397893,-0.007700646771351163,-0.0069697106988772005,-0.13008324300754684,-0.07992560318806761,-0.15986243274219822,-0.1230135441056242,-0.13775658313314137,-0.11410274890309734,-0.11903749180806728,-0.11456842005057345,-0.016580374175073,-0.04967573904692548,1.0,0.0973504139819616,0.7460845379696676,0.9868829832468182,0.4710664852405253,0.986723062634891,0.042578439666513486,0.7427103100825178,0.9850292762413606,0.015459855547856975,0.05058333960202382,0.010004732710725849,0.01590608642568146,0.05299900450825061,-0.021800538282107203,-0.025111076140820886,-0.017212229656575217,-0.043274903281570236,-0.04331790405276381,-0.08148601949871981,-0.13597331986586383,-0.12423396837781575,-0.12816588681774632,-0.04409867663261169,-0.014342901245683666,-0.021800538282107203,-0.04827923088246071,-0.1737553172828867,0.21514054820935288,-0.05433302050304242,-0.04828025184156153,-0.19299365713808841,-0.1373774944170109,-0.15986243274219822,-0.11903749180806728,-0.01877503157944474,-0.007700646771351163,-0.014331728766397897,-0.0069697106988772005,-0.07518040629255927,-0.07964178073960304,-0.10309331971429261,-0.10479489337895731,0.0022910441669571967,0.00031652250318788667,0.001628419634446957,0.002240673448498467,0.3968432401911851,0.013481583829318055,0.38899160739912075,0.40064927438306935
Flow IAT Std,-0.08156473820903325,-0.13635595701074482,0.5956095391479489,0.028806353362162737,0.014438858873167322,0.00805974615916863,0.006123633758263269,0.11739764688664397,-0.11389768575578955,0.08979496786488829,0.14816607191594858,0.24547573054699165,-0.11178385747900307,0.26071271140289615,0.27859934595040897,-0.018493495086643805,-0.055452318499615176,0.0973504139819616,1.0,0.62342176530787,-0.04959124665951801,0.5483286790963167,0.12342641510369198,0.8210363907363368,0.5399550049823828,-0.019527076749409053,0.5358364395762433,0.586093811415751,0.6091925455828067,0.6293674998202052,0.307390837147587,0.06866629129417405,0.018371855088801993,0.013761889625307088,-0.04830734145439883,-0.04835478957536387,-0.11676668818716933,0.24659116765389197,0.24118002796865298,0.287049701693918,0.190374497906383,-0.01646140936871568,0.06866629129417405,-0.02770178386344126,0.1592605349285442,-0.04927552164882716,-0.060889079371119245,-0.027700365155473645,-0.025762416451792267,0.2263195884107816,0.0897949678648883,0.26071271140289615,0.028806353362162734,0.008059746159168628,0.014438858873167324,0.006123633758263271,-0.00926608642513505,-0.035947146140028655,0.11652109570533475,0.002405094282140908,0.14841847057334076,0.18300661056771628,0.18463676190893483,0.10898110832571317,0.6415976970722027,0.2050010824192996,0.6484647192193211,0.626205659593801
Flow IAT Max,-0.09650547591355912,-0.22226156956828286,0.7489005891309628,0.0514911608157228,0.05047393949104961,0.005239868118168474,0.047662625294061844,0.019714948142550252,-0.13832591092875376,-0.011403333832942517,0.04413816482890009,0.13281796557841002,-0.16054005236842342,0.209343270802125,0.1688095553478141,-0.024032081666654694,-0.0721300014603498,0.7460845379696676,0.62342176530787,1.0,0.6773174504346888,0.7319634824446748,0.7731959082630162,0.6402783884224322,0.9784561688484142,0.6834542828698795,0.3993468295538568,0.3255624686119223,0.5059037438289838,0.5586310504204071,0.11470920989674052,0.003193670596157947,0.038961678286619984,0.047320485430445994,-0.06283623381288073,-0.06289761505758759,-0.14125581369693135,0.1328389559555906,0.19773624132846107,0.18754201649636684,0.1617744667120707,-0.021219231575682812,0.003193670596157947,-0.05009352056404303,0.013949579816021651,0.09136218232386535,-0.08049958396596424,-0.05009328475669213,-0.11637292353818807,0.17618566584384052,-0.011403333832942508,0.2093432708021251,0.0514911608157228,0.005239868118168474,0.05047393949104961,0.047662625294061865,-0.05045942688234925,-0.0805479371922359,0.03635723373779591,-0.06753573495921683,0.15171524015084012,0.16950090158216502,0.16719381333499567,0.11230994593688362,0.7392580960524925,0.20704724227315832,0.7438537647919681,0.7272554086992138
Flow IAT Min,-0.04711481969376457,-0.1635687240686361,0.39646124714274894,-0.021489890082122882,-0.015091022641647394,-0.008306682884856392,-0.006681923865718545,-0.14282612104151612,-0.06530239376451528,-0.16567548837670554,-0.13902183593350492,-0.16153825297344346,-0.09927171970542895,-0.13827011666836553,-0.1415311041516149,-0.014063394607773744,-0.04213012257937614,0.9868829832468182,-0.04959124665951801,0.6773174504346888,1.0,0.40127808221600764,0.9735476262004995,-0.04799209616123919,0.6918040604255863,0.9915564241851132,-0.057520126013749756,-0.04695185375904278,-0.05216477242326459,-0.04992608095335008,-0.01173921312172339,-0.033698464373899055,-0.02648629681100437,-0.018050338823902726,-0.03670153315775889,-0.03673807437041605,-0.06644466002330895,-0.16029784762982804,-0.1416638183729563,-0.15464168782112525,-0.06044234748486035,-0.012107814914055213,-0.033698464373899055,-0.04562194242670218,-0.19156654230230769,0.2183361810794997,-0.046504700149973786,-0.04562318473647213,-0.1873028406712978,-0.15284514447983347,-0.16567548837670554,-0.13827011666836547,-0.021489890082122886,-0.008306682884856392,-0.015091022641647396,-0.006681923865718545,-0.07287130384386464,-0.07673254204661425,-0.11964919244789698,-0.10477571807036011,-0.017630753014093465,-0.02077118843554181,-0.02453213558298405,-0.01384900966008583,0.31720624055233493,-0.011857654120240762,0.30842578593983655,0.32332661990296363
Fwd IAT Tot,-0.11512931939406634,-0.24293877116254697,0.9931310858630754,0.10742140455007526,0.08287350454195254,0.014104160574681925,0.06711217383176349,0.1433603369135879,-0.16414492214175577,0.018695126648074857,0.1501983127139074,0.2824658040857851,-0.17593357637027274,0.30555856015399596,0.30222804577985146,-0.025699933505378348,-0.0771387239749187,0.4710664852405253,0.5483286790963167,0.7319634824446748,0.40127808221600764,1.0,0.5429869621658489,0.6294343925137802,0.7504671973710839,0.4102300633204894,0.8378774089569719,0.5243435660463598,0.6170691839010718,0.6102299286581996,0.0783611568796513,-0.007532809926125853,0.08536379388165552,0.08476729743064611,-0.06719962072928128,-0.06726518763032754,-0.16800728513714278,0.28673559978073304,0.29612208375004045,0.33581834656214565,0.23662302964639012,-0.02304029692566611,-0.007532809926125853,-0.055752395246976116,0.1297586039254285,-0.026355753503499644,-0.08854608616115238,-0.05575138243698075,-0.09983691938245344,0.26763266009563264,0.018695126648074864,0.30555856015399596,0.10742140455007526,0.014104160574681925,0.08287350454195254,0.06711217383176349,-0.03865189452095036,-0.06922601359663066,0.25339866350253726,-0.06589701245479898,0.1366880340534935,0.3181684557739287,0.2801894279004711,0.0746504885887186,0.7026174857252627,0.15618000057895368,0.7014818421487604,0.6877287904851839
Fwd IAT Mean,-0.0654182467955034,-0.19172502058082097,0.5376914073032366,-0.014360025799050637,-0.012104249772380319,-0.006539203131518129,-0.0063084290428872085,-0.1094489242952356,-0.08898712367015467,-0.14645314944831217,-0.1012063474348139,-0.10292980964192555,-0.12259123456961742,-0.08679938300070607,-0.07825491336496303,-0.018066264261918714,-0.05413075752162879,0.986723062634891,0.12342641510369198,0.7731959082630162,0.9735476262004995,0.5429869621658489,1.0,0.11680416703104063,0.7901092680096928,0.9823934930024694,0.0925670744689423,0.12657133194041634,0.06933160877214373,0.07785488055349583,0.09335052046606823,-0.016430933819140913,-0.021892848421474286,-0.014736362267462581,-0.04715586584218859,-0.04720277187804285,-0.09080185206077127,-0.10076227942338482,-0.09346918787978843,-0.09004307729830516,-0.020653923507360325,-0.015709284858147772,-0.016430933819140913,-0.049312108758919365,-0.15523123076119497,0.20348609166187673,-0.060068064724433295,-0.049312981305194396,-0.19613957031668108,-0.10797972921006661,-0.14645314944831217,-0.08679938300070604,-0.014360025799050638,-0.006539203131518129,-0.012104249772380319,-0.0063084290428872085,-0.07501267202877106,-0.07860978529459016,-0.07859487301845564,-0.10571586582669251,0.005339267668075778,0.02201159779418045,0.015482669147894864,0.0007992137121136819,0.42603082422083965,0.02443062466569763,0.4184013454247205,0.4283471543677493
Fwd IAT Std,-0.07955136823628878,-0.13326213213321186,0.6259953785478702,0.04034104102123634,0.022530468367617434,0.01210399681781187,0.011837904743219293,0.16770734299153914,-0.11444719489214095,0.1422636017480951,0.1971562727960102,0.333395965883309,-0.11050666594663047,0.3689628059035579,0.36688200109626246,-0.01778923475516085,-0.0533538939641835,0.042578439666513486,0.8210363907363368,0.6402783884224322,-0.04799209616123919,0.6294343925137802,0.11680416703104063,1.0,0.6550522096515874,-0.04760784990213117,0.585758916872179,0.4064200681768756,0.7139308789463357,0.6962032281660693,0.034202155302116705,0.06759511710217621,0.028581738021871382,0.021929053706334967,-0.04647932079787649,-0.046524901690071445,-0.11699086084640796,0.3332932325556701,0.3474141951992496,0.38688041348041113,0.25774029151199046,-0.015893712784933376,0.06759511710217621,-0.021120216115805595,0.18897803924916137,-0.07750771500669665,-0.06052238158711584,-0.021118771985131735,-0.036135747633127886,0.33214526046990467,0.1422636017480951,0.3689628059035578,0.04034104102123634,0.012103996817811867,0.022530468367617434,0.011837904743219291,0.002899220125275466,-0.021249095777262965,0.1546905622187584,0.009565798916127622,0.13761381373988874,0.21763173621645018,0.184318491216404,0.0882376015297894,0.6213465594982063,0.21593505938337687,0.6292674264496256,0.6049792161920653
Fwd IAT Max,-0.09145684215362714,-0.21537329474580133,0.7443998198513274,0.04023423721439608,0.031733895191724974,0.005713022208216725,0.028594957620183426,0.02699189767471351,-0.1311491815200185,-0.003994410398567796,0.04791859848329305,0.13742726258275656,-0.15363897755349504,0.2076963331789579,0.17123173318693943,-0.0230473047716525,-0.0691376110964111,0.7427103100825178,0.5399550049823828,0.9784561688484142,0.6918040604255863,0.7504671973710839,0.7901092680096928,0.6550522096515874,1.0,0.6980125852691123,0.3960866160971004,0.2822489478582044,0.4873669031208611,0.5339192159163503,0.07170404251765365,0.006457269724222794,0.026106016699033105,0.028799093177194833,-0.06022929488685052,-0.060288460667744764,-0.13380683950391045,0.13756466705695203,0.19541697031541547,0.189299056469759,0.16219615174689284,-0.02032585754333977,0.006457269724222794,-0.0459633638827705,0.0017041683064724618,0.0954154568289853,-0.07730678418436324,-0.045963189296849234,-0.14179081901610985,0.17464015963914123,-0.0039944103985677945,0.20769633317895786,0.04023423721439608,0.005713022208216725,0.03173389519172497,0.028594957620183426,-0.0496284592734154,-0.07165742837715981,0.04474915022481074,-0.07084276914457446,0.12172909415455592,0.16515467309431625,0.1434224594489803,0.08261060127408584,0.7083423465892816,0.19250007826466006,0.7118299795028724,0.6973270923986891
Fwd IAT Min,-0.048592984748243896,-0.1641498656152537,0.40548348900489783,-0.02168685352730921,-0.015177201153750921,-0.00843422943967886,-0.006810794626087332,-0.145023300312647,-0.06521189525387198,-0.16722422243232785,-0.1410657359701925,-0.16410640747273908,-0.09911633786119534,-0.1399807892334478,-0.14379342667297978,-0.014343704431063075,-0.0429688333797138,0.9850292762413606,-0.019527076749409053,0.6834542828698795,0.9915564241851132,0.4102300633204894,0.9823934930024694,-0.04760784990213117,0.6980125852691123,1.0,-0.04321962144295967,0.022566692827962663,-0.05008813467901879,-0.02969236738625145,0.07695867840937651,-0.031346590433051165,-0.026841490130056975,-0.018199792211482005,-0.03743214375977102,-0.03746950189538622,-0.0663291265274977,-0.16275141736792,-0.14338559841980875,-0.15691006914491695,-0.06154956262379049,-0.01237048967425574,-0.031346590433051165,-0.04594947767117156,-0.19464810782411104,0.21878605516982313,-0.047472271728401204,-0.04595068268964685,-0.18358467233846168,-0.15469554919671935,-0.16722422243232785,-0.1399807892334478,-0.021686853527309206,-0.00843422943967886,-0.015177201153750921,-0.006810794626087332,-0.07532752165249036,-0.07779770458378811,-0.11980500531023727,-0.10847123867470503,-0.01636392703192258,-0.02034499218145091,-0.023484363131493168,-0.012664569748800094,0.33026310106465445,-0.009671315027533243,0.32136074091627576,0.3361622015424023
Bwd IAT Tot,-0.10135676375127173,-0.16094793642069583,0.8434257863972762,0.13986189089581313,0.11498014873770361,0.018808893006913026,0.0922234583520025,0.21751750491472643,-0.144837323644209,0.0727941606526104,0.21542890614024598,0.3874554849421921,-0.14403455225954082,0.3885322144209788,0.3923701125341585,-0.02074654718442459,-0.06234517550286366,0.015459855547856975,0.5358364395762433,0.3993468295538568,-0.057520126013749756,0.8378774089569719,0.0925670744689423,0.585758916872179,0.3960866160971004,-0.04321962144295967,1.0,0.6549638966092282,0.7559882497182439,0.7513727253206193,0.1213543963852788,-0.01404050871621144,0.12070599028708996,0.11881170928281175,-0.05431241450620058,-0.054364700006082185,-0.14860237568189064,0.39164513629575815,0.383076079352528,0.43604879457025986,0.2788654597944187,-0.018844781882384438,-0.01404050871621144,-0.034789161368948905,0.2509526968897362,-0.11299230387541104,-0.07489360790640187,-0.034787618388137626,0.02809100144885225,0.3564340767917994,0.0727941606526104,0.3885322144209788,0.1398618908958131,0.018808893006913026,0.11498014873770361,0.0922234583520025,0.00032205641166972005,-0.0346192491358154,0.3476136885498882,0.021296970661741858,0.1640289699950674,0.37015686933974773,0.329768461043688,0.09215052219945061,0.555613518466568,0.16218494178702744,0.5577507593274088,0.5370714639325048
Bwd IAT Mean,-0.079244533300041,-0.12392244946068964,0.5511468321508115,0.023989085026791274,0.00826890069829613,0.004655306383116065,-0.0019365517973933483,0.10735871936653021,-0.10709213503738413,0.031418369930135026,0.12117150600346009,0.1936034145506444,-0.10839669875929173,0.11644454797527336,0.20557931236317833,-0.016986519250717508,-0.05092755316337739,0.05058333960202382,0.586093811415751,0.3255624686119223,-0.04695185375904278,0.5243435660463598,0.12657133194041634,0.4064200681768756,0.2822489478582044,0.022566692827962663,0.6549638966092282,1.0,0.5505499476239838,0.6123911055649045,0.7494072716062194,0.019184744074561378,0.014645714433618996,0.009702040582732344,-0.044365652567516366,-0.044409034704891645,-0.11031851103247446,0.19766104032263623,0.10514157462213242,0.1953382747105699,0.10470601565121437,-0.015361881033322507,0.019184744074561378,-0.005393379323198002,0.16404791379124958,-0.0712229882391917,-0.05863629163752308,-0.005391789754399227,-0.00717486074053784,0.09013269494241181,0.031418369930135026,0.11644454797527336,0.023989085026791274,0.0046553063831160655,0.008268900698296132,-0.0019365517973933479,-0.011488955541187392,-0.0036909545962168235,0.15353831306811927,-0.000416061000548625,0.0949916068499876,0.17002251893186543,0.16309224374807754,0.06239288893365285,0.4412913766880032,0.1253906618155625,0.4426398380082858,0.4283212411809292
Bwd IAT Std,-0.08967835565224519,-0.1426449494710259,0.6319378427240149,0.04511816684847828,0.025174112655552534,0.010674466142824806,0.010950394144103454,0.15754745930966804,-0.1298125327710982,0.08791224855183505,0.17432408580344017,0.35208600384877625,-0.13045810278445802,0.31723573847772574,0.37613487692938863,-0.018843961999626953,-0.05652391703210034,0.010004732710725849,0.6091925455828067,0.5059037438289838,-0.05216477242326459,0.6170691839010718,0.06933160877214373,0.7139308789463357,0.4873669031208611,-0.05008813467901879,0.7559882497182439,0.5505499476239838,1.0,0.9165511654014852,-0.003524168303213329,-0.017294180322475785,0.033284376369483185,0.025091910768764346,-0.049241008180840554,-0.04928894588235851,-0.13314278509623365,0.352177069395744,0.29563313423242576,0.3804634789567526,0.23141902706487597,-0.0170750024161129,-0.017294180322475785,-0.009991740278968863,0.24836163170813505,-0.1265937673406585,-0.06815766461268725,-0.009990033296373779,0.03829428406704115,0.276514151458566,0.08791224855183503,0.31723573847772574,0.04511816684847828,0.010674466142824806,0.025174112655552534,0.010950394144103454,0.00039558383126958536,-0.01320187737298351,0.18412966261838856,0.021290642510347988,0.16517008062713706,0.26925157586458054,0.22467643398349582,0.10380369134397888,0.6652238705285807,0.23257045379633495,0.6727502081193591,0.6477267548551712
Bwd IAT Max,-0.08510017930847341,-0.13692747098028243,0.6286570343409339,0.10841500879301309,0.09993411432124377,0.014299134321595791,0.08414042840387444,0.15122075818112946,-0.12300379262576269,0.08339286295822396,0.15678389597967088,0.3504026510215237,-0.12317797985129815,0.3971848578059226,0.3627198039101776,-0.017989424844551634,-0.054109666371187526,0.01590608642568146,0.6293674998202052,0.5586310504204071,-0.04992608095335008,0.6102299286581996,0.07785488055349583,0.6962032281660693,0.5339192159163503,-0.02969236738625145,0.7513727253206193,0.6123911055649045,0.9165511654014852,1.0,0.20914114029180988,-0.012649101707586307,0.09506991228149275,0.0991483084580808,-0.04713816022676964,-0.04718304673770812,-0.12599804740996076,0.34928823763558403,0.3896167045032503,0.4011755423445116,0.2651466688037194,-0.016342587981700577,-0.012649101707586307,-0.010956246263483817,0.22669853552960126,-0.11421825386174238,-0.06444702968897445,-0.010954632056074238,0.08088921132778579,0.36778292869189955,0.08339286295822397,0.3971848578059226,0.10841500879301309,0.014299134321595791,0.09993411432124377,0.08414042840387445,-0.002162106067901388,-0.017967568514983163,0.2079028797427493,0.015862700035306616,0.2304148395102692,0.3027288542119183,0.2746463267385605,0.16020342165017373,0.7299303649556491,0.30830106092898374,0.7439085873400103,0.7063523504499511
